facility_type,floor_area,year_built,State_Factor,site_eui,Year_Factor,building_class,weather_file,gisjoin,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,avg_temp,cooling_degree_days,heating_degree_days,ELEVATION,high_energy_usage
Food Service,3000.0,1985.0,State_NY,779.0831842777777,Year_1,Commercial,USA_NY_Greater.Buffalo.Int.725280_2018.epw,G3600290,-2.9200000000000017,24.59655289373814,60.08,8.96,31.879879611459973,66.92,19.04,31.47933342933948,50.0,24.08,38.61947876984127,73.04,39.02,64.99044852941176,89.96000000000001,50.0,67.46272083333334,84.47,55.49,74.78276267281106,91.04,55.94,72.86194892473118,86.0,46.04,67.03456249999999,89.96000000000001,33.08,50.52403801843318,82.94,8.96,35.686254166666664,60.98,19.49,33.06384274193548,55.985,49.52875030339322,894.8563095238095,6553.391905307022,216.2,1
Single-Family Detached,881.0,,State_NY,57.63334358449471,Year_1,Residential,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Education,150000.0,1977.0,State_NY,70.35548335,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Office,3000.0,1909.0,State_NY,90.66814233333332,Year_1,Commercial,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Warehouse and Storage,37500.0,1919.0,State_NY,30.902361848888887,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,75000.0,1944.0,State_NY,135.23599850666665,Year_1,Commercial,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,1
Single-Family Detached,2678.0,,State_NY,112.98202210048112,Year_1,Residential,USA_NY_Westchester.Co.725037_2018.epw,G3601190,-0.0400000000000062,28.16134216589862,55.940000000000005,12.020000000000003,37.70617744309262,77.0,23.0,36.765593317972346,57.02,28.04,44.975472756410255,78.08,42.08,63.20044298443492,89.96000000000001,50.0,68.36612179487179,91.04,53.96,74.71991935483871,93.02,59.0,75.25843827543424,91.94,51.98,67.6578592948718,91.94,33.08,54.47561751152072,78.98,10.94,41.58696538461538,69.08,19.94,36.65489883906416,60.98,52.547094167818486,982.3680082417582,5551.153147857577,112.9,1
Multi-Family with 5+ Units,623.0,,State_NY,71.16690012730633,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,75000.0,1896.0,State_NY,76.67103855111111,Year_1,Commercial,USA_NY_Nyc.Central.Park.725060_2018.epw,G3600610,5.0,31.856610732009926,60.98,15.979999999999997,41.51295221742543,78.08,26.96,39.61653846153846,60.98,32.0,48.83767069597069,82.04,48.02,66.028809941067,91.94,51.53,71.35582061965812,91.04,62.96,77.06417130450195,95.0,64.94,77.78305241935485,93.02,53.96,70.39637797619048,91.94,37.94,57.457856832683454,78.98,15.079999999999998,44.59045952380953,71.06,24.98,40.32949335342077,60.98,55.64932890668122,1321.4782683150183,4753.952347811156,39.6,0
Multi-Family with 2 - 4 Units,1138.0,,State_NY,65.33564535453066,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,17500.0,2014.0,State_NY,132.6748353904762,Year_1,Commercial,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,1
Multi-Family with 5+ Units,1682.0,,State_NY,33.69380075804043,Year_1,Residential,USA_NY_Rochester.Monroe.Co.725290_2018.epw,G3600550,-5.980000000000004,25.70868202764977,60.08,10.04,33.825954670329665,69.98,17.06,32.500828629032256,53.06,21.92,40.3030383470696,68.99000000000001,39.92,65.18956048387096,91.94,48.02,68.02096465201467,91.94,53.06,75.20207392473118,94.01,53.96,73.47522806628855,93.02,42.98,67.5270227106227,93.02,32.0,51.01574357497341,86.0,5.0,36.58105461309524,65.03,19.04,33.727009571074085,57.92,50.36022480838226,963.2006076007326,6323.457356889036,164.5,0
Single-Family Detached,1698.0,,State_NY,124.40571195246945,Year_1,Residential,USA_NY_Syracuse.Hancock.725190_2018.epw,G3600670,-13.0,22.641460253456223,60.98,8.96,32.26470216836734,72.5,8.059999999999999,30.74642396313364,53.96,20.93,39.2964,70.52,32.99,63.23144556451613,89.06,46.94,66.04660833333334,91.94,48.2,73.75654032258063,95.0,53.96,72.45528110599078,91.04,43.07,65.42443958333334,91.94,30.92,49.83390322580645,82.94,-0.9400000000000048,34.38013273809524,60.98,15.079999999999998,30.656883064516126,64.04,48.49539491193738,785.8869642857143,6832.293854037267,124.9,1
Multi-Family with 5+ Units,623.0,,State_NY,68.54571358090284,Year_1,Residential,USA_NY_Syracuse.Hancock.725190_2018.epw,G3600670,-13.0,22.641460253456223,60.98,8.96,32.26470216836734,72.5,8.059999999999999,30.74642396313364,53.96,20.93,39.2964,70.52,32.99,63.23144556451613,89.06,46.94,66.04660833333334,91.94,48.2,73.75654032258063,95.0,53.96,72.45528110599078,91.04,43.07,65.42443958333334,91.94,30.92,49.83390322580645,82.94,-0.9400000000000048,34.38013273809524,60.98,15.079999999999998,30.656883064516126,64.04,48.49539491193738,785.8869642857143,6832.293854037267,124.9,0
Single-Family Detached,881.0,,State_NY,2.8365480180729152,Year_1,Residential,USA_NY_Adirondack.Rgnl.726228_2018.epw,G3600330,-31.0,14.433499999999997,54.14,-13.0,24.913367028061224,62.06,-20.919999999999995,24.584495225876275,48.02,6.979999999999997,32.41082311507937,64.94,21.02,55.43503744239632,84.02,30.92,59.30975684523809,82.94,34.88,67.9008845046083,91.04,37.04,66.31073540706606,86.0,29.48,58.41209831349206,87.08000000000001,19.94,42.11432670890937,78.08,-20.11,28.08338333333333,53.06,-18.040000000000006,21.750298099078343,53.96,41.40401020281089,273.6559494047619,8917.801247117917,505.6,0
Single-Family Detached,1228.0,,State_NY,37.35421664910818,Year_1,Residential,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Single-Family Detached,1698.0,,State_NY,68.05532667334214,Year_1,Residential,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Mercantile,17500.0,1985.0,State_NY,77.52923689523809,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,17500.0,1958.0,State_NY,92.9640251047619,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Single-Family Detached,1228.0,,State_NY,134.6147564172162,Year_1,Residential,USA_NY_Albany.County.Airpo.725180_2018.epw,G3600930,-7.959999999999994,23.888092741935488,62.96,3.919999999999998,33.069504464285714,69.98,10.04,34.41444758064516,55.04,20.48,41.824983333333336,69.98,42.98,64.49072177419355,89.06,48.245000000000005,68.39626369047619,93.47,51.98,76.70946255760369,96.98,57.02,74.6700685483871,95.54,44.96,66.82144285714286,93.92,28.64,51.146818548387095,82.94,6.080000000000002,37.265574032738094,62.96,14.0,32.82130933179724,61.58,50.56866464652642,1024.4095000000002,6318.575110539596,85.4,1
Multi-Family with 5+ Units,854.0,,State_NY,60.96484201521705,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,17500.0,1972.0,State_NY,80.02118231428571,Year_1,Commercial,USA_NY_Wellsville.Muni.725157_2018.epw,G3600030,-6.090769230769233,23.573283378126504,60.81384615384614,8.137142857142855,33.166524387609755,69.74461538461539,12.615384615384617,29.44673934304049,54.455,18.02,38.41753629144549,76.58461538461539,41.13846153846154,63.64764770405844,84.61538461538461,46.01428571428572,64.71355240465374,87.24615384615385,49.23764705882353,70.14052079587994,89.62769230769229,50.0,70.25656521529817,86.41538461538462,43.88,64.45488182837437,87.67538461538462,30.186153846153847,49.666324072050486,80.42,1.8569230769230776,33.33040431092493,60.81384615384614,13.086153846153843,30.14345078978497,54.66875,47.66921752920668,577.4815614889819,6925.239261159315,637.6,0
Multi-Family with 5+ Units,1138.0,,State_NY,21.68276642353997,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,17500.0,1900.0,State_NY,48.22924487619048,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,17500.0,1972.0,State_NY,168.34036414285714,Year_1,Commercial,USA_NY_Albany.County.Airpo.725180_2018.epw,G3600910,-7.959999999999994,23.888092741935488,62.96,3.919999999999998,33.069504464285714,69.98,10.04,34.41444758064516,55.04,20.48,41.824983333333336,69.98,42.98,64.49072177419355,89.06,48.245000000000005,68.39626369047619,93.47,51.98,76.70946255760369,96.98,57.02,74.6700685483871,95.54,44.96,66.82144285714286,93.92,28.64,51.146818548387095,82.94,6.080000000000002,37.265574032738094,62.96,14.0,32.82130933179724,61.58,50.56866464652642,1024.4095000000002,6318.575110539596,85.4,1
Multi-Family with 2 - 4 Units,1138.0,,State_NY,66.79082919231718,Year_1,Residential,USA_NY_Griffiss.Airpark.725196_2018.epw,G3600650,-20.255384615384614,19.91116776853925,60.98,-0.3030769230769223,29.71271441802245,63.074230769230766,3.2553846153846173,30.813208030584217,51.74,17.904615384615386,38.23510004533113,71.6276923076923,30.186153846153847,61.69494875344101,87.81384615384616,43.72769230769231,65.22238255223127,91.44153846153846,46.37230769230769,73.47208864062488,95.55384615384617,49.72307692307693,71.67393024102124,90.995,39.185,64.6824139547544,89.35076923076925,27.126153846153848,49.153421857080296,81.54153846153847,-2.3800000000000026,34.38388974366599,63.32000000000001,6.664999999999999,29.12315805897139,58.086153846153856,47.44868278477326,700.2718367410293,7135.706245906555,154.0,0
Multi-Family with 5+ Units,623.0,,State_NY,31.932568986007887,Year_1,Residential,USA_NY_Nyc.Central.Park.725060_2018.epw,G3600610,5.0,31.856610732009926,60.98,15.979999999999997,41.51295221742543,78.08,26.96,39.61653846153846,60.98,32.0,48.83767069597069,82.04,48.02,66.028809941067,91.94,51.53,71.35582061965812,91.04,62.96,77.06417130450195,95.0,64.94,77.78305241935485,93.02,53.96,70.39637797619048,91.94,37.94,57.457856832683454,78.98,15.079999999999998,44.59045952380953,71.06,24.98,40.32949335342077,60.98,55.64932890668122,1321.4782683150183,4753.952347811156,39.6,0
Single-Family Detached,1228.0,,State_NY,64.8981774073091,Year_1,Residential,USA_NY_Westchester.Co.725037_2018.epw,G3600870,-0.0400000000000062,28.16134216589862,55.940000000000005,12.020000000000003,37.70617744309262,77.0,23.0,36.765593317972346,57.02,28.04,44.975472756410255,78.08,42.08,63.20044298443492,89.96000000000001,50.0,68.36612179487179,91.04,53.96,74.71991935483871,93.02,59.0,75.25843827543424,91.94,51.98,67.6578592948718,91.94,33.08,54.47561751152072,78.98,10.94,41.58696538461538,69.08,19.94,36.65489883906416,60.98,52.547094167818486,982.3680082417582,5551.153147857577,112.9,0
Multi-Family with 5+ Units,1138.0,,State_NY,70.11683814522897,Year_1,Residential,USA_NY_Nyc.Central.Park.725060_2018.epw,G3600610,5.0,31.856610732009926,60.98,15.979999999999997,41.51295221742543,78.08,26.96,39.61653846153846,60.98,32.0,48.83767069597069,82.04,48.02,66.028809941067,91.94,51.53,71.35582061965812,91.04,62.96,77.06417130450195,95.0,64.94,77.78305241935485,93.02,53.96,70.39637797619048,91.94,37.94,57.457856832683454,78.98,15.079999999999998,44.59045952380953,71.06,24.98,40.32949335342077,60.98,55.64932890668122,1321.4782683150183,4753.952347811156,39.6,0
Multi-Family with 5+ Units,854.0,,State_NY,21.00818666631471,Year_1,Residential,USA_NY_Dutchess.Co.725036_2018.epw,G3600270,-13.0,25.583282258064514,62.33,8.059999999999999,34.6482056760204,75.92,17.06,36.57133467741936,59.0,21.92,43.88742916666667,73.04,39.02,63.95069556451613,89.06,46.94,68.07779107142856,93.02,51.08,74.73341244239631,93.92,55.04,74.3715650921659,93.02,44.06,66.11085,93.02,28.94,52.52115322580645,80.96,6.080000000000002,38.7627511904762,69.08,14.0,34.12823790322581,62.06,51.21360141878669,924.4114107142856,5983.290045031056,46.6,0
Multi-Family with 5+ Units,854.0,,State_NY,35.41684487538903,Year_1,Residential,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Mercantile,3000.0,1958.0,State_NY,135.91059122222222,Year_1,Commercial,USA_NY_Elmira.Corning.Rgnl.725156_2018.epw,G3600150,-9.040000000000006,24.34259136830911,64.04,3.02,33.21917080475915,69.98,15.079999999999998,33.14318091988656,55.04,19.04,41.2285891025641,73.04,32.0,64.45215171142898,89.96000000000001,43.29846153846154,66.53967448107448,95.0,46.67,72.06260839093703,96.08,51.08,71.87713800448839,91.04,41.0,65.67757438186813,91.94,26.96,50.83272820660522,82.04,1.0400000000000027,36.317700366300365,64.04,12.920000000000002,33.804434710687794,64.94,49.55891168539755,727.5987859230229,6385.25808597031,285.3,1
Single-Family Detached,1698.0,,State_NY,110.04411694168594,Year_1,Residential,USA_NY_Albany.County.Airpo.725180_2018.epw,G3600350,-7.959999999999994,23.888092741935488,62.96,3.919999999999998,33.069504464285714,69.98,10.04,34.41444758064516,55.04,20.48,41.824983333333336,69.98,42.98,64.49072177419355,89.06,48.245000000000005,68.39626369047619,93.47,51.98,76.70946255760369,96.98,57.02,74.6700685483871,95.54,44.96,66.82144285714286,93.92,28.64,51.146818548387095,82.94,6.080000000000002,37.265574032738094,62.96,14.0,32.82130933179724,61.58,50.56866464652642,1024.4095000000002,6318.575110539596,85.4,1
Warehouse and Storage,75000.0,1959.0,State_NY,30.93446124,Year_1,Commercial,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,0
Single-Family Detached,1698.0,,State_NY,28.75558105435605,Year_1,Residential,USA_NY_Westchester.Co.725037_2018.epw,G3601190,-0.0400000000000062,28.16134216589862,55.940000000000005,12.020000000000003,37.70617744309262,77.0,23.0,36.765593317972346,57.02,28.04,44.975472756410255,78.08,42.08,63.20044298443492,89.96000000000001,50.0,68.36612179487179,91.04,53.96,74.71991935483871,93.02,59.0,75.25843827543424,91.94,51.98,67.6578592948718,91.94,33.08,54.47561751152072,78.98,10.94,41.58696538461538,69.08,19.94,36.65489883906416,60.98,52.547094167818486,982.3680082417582,5551.153147857577,112.9,0
Mercantile,17500.0,1906.0,State_NY,148.34197408571427,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,1
Mercantile,17500.0,1970.0,State_NY,126.84874174285714,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Multi-Family with 2 - 4 Units,1682.0,,State_NY,46.71698120737038,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Office,1000.0,1976.0,State_NY,209.4200925,Year_1,Commercial,USA_NY_Syracuse.Hancock.725190_2018.epw,G3600670,-13.0,22.641460253456223,60.98,8.96,32.26470216836734,72.5,8.059999999999999,30.74642396313364,53.96,20.93,39.2964,70.52,32.99,63.23144556451613,89.06,46.94,66.04660833333334,91.94,48.2,73.75654032258063,95.0,53.96,72.45528110599078,91.04,43.07,65.42443958333334,91.94,30.92,49.83390322580645,82.94,-0.9400000000000048,34.38013273809524,60.98,15.079999999999998,30.656883064516126,64.04,48.49539491193738,785.8869642857143,6832.293854037267,124.9,1
Mercantile,17500.0,1944.0,State_NY,84.83934063809524,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
